Item,Item ID,Day,Quantity,Order Number
water bottles,16,01-07-2020,2618,1
printer paper,9,01-09-2020,154,2
scanner batt,11,01-09-2020,126,2
pens,8,01-10-2020,868,3
meat trays,12,01-10-2020,5712,3
photo paper,18,01-10-2020,10682,3
plastic wrap,19,01-10-2020,448,3
paper towel,2,01-11-2020,266,4
box cutters,6,01-11-2020,462,4
soap,14,01-11-2020,238,4
keyboards,17,01-11-2020,84,4
light bulbs,5,01-13-2020,210,5
blank badges,10,01-13-2020,1778,5
produce bags,13,01-13-2020,294,5
toilet paper,1,01-14-2020,168,6
cleaner,3,01-14-2020,42,6
office chair,7,01-14-2020,42,6
plastic bags,4,01-16-2020,1708,7
wrenches,15,01-18-2020,28,8
water bottles,16,01-18-2020,2618,8
printer paper,9,01-20-2020,154,9
scanner batt,11,01-21-2020,126,10
plastic wrap,19,01-21-2020,448,10
pens,8,01-22-2020,868,11
meat trays,12,01-22-2020,5712,11
photo paper,18,01-22-2020,10682,11
paper towel,2,01-23-2020,266,12
box cutters,6,01-23-2020,462,12
soap,14,01-23-2020,238,12
keyboards,17,01-23-2020,84,12
light bulbs,5,01-24-2020,210,13
blank badges,10,01-24-2020,1778,13
produce bags,13,01-24-2020,294,13
toilet paper,1,01-25-2020,168,14
cleaner,3,01-25-2020,42,14
office chair,7,01-25-2020,42,14
plastic bags,4,01-26-2020,1708,15
water bottles,16,01-29-2020,2618,16
wrenches,15,01-31-2020,28,17
printer paper,9,02-01-2020,154,18
scanner batt,11,02-01-2020,126,18
meat trays,12,02-01-2020,5712,18
photo paper,18,02-01-2020,10682,18
plastic wrap,19,02-01-2020,448,18
paper towel,2,02-02-2020,266,19
box cutters,6,02-02-2020,462,19
pens,8,02-02-2020,868,19
soap,14,02-02-2020,238,19
keyboards,17,02-02-2020,84,19
blank badges,10,02-03-2020,1778,20
light bulbs,5,02-04-2020,210,21
produce bags,13,02-04-2020,294,21
toilet paper,1,02-05-2020,168,22
cleaner,3,02-07-2020,42,23
plastic bags,4,02-07-2020,1708,23
office chair,7,02-07-2020,42,23
water bottles,16,02-09-2020,2618,24
printer paper,9,02-11-2020,154,25
scanner batt,11,02-12-2020,126,26
meat trays,12,02-12-2020,5712,26
wrenches,15,02-12-2020,28,26
photo paper,18,02-12-2020,10682,26
plastic wrap,19,02-12-2020,448,26
pens,8,02-13-2020,868,27
paper towel,2,02-14-2020,266,28
box cutters,6,02-14-2020,462,28
soap,14,02-14-2020,238,28
light bulbs,5,02-15-2020,226,29
blank badges,10,02-15-2020,1906,29
produce bags,13,02-15-2020,315,29
keyboards,17,02-15-2020,90,29
toilet paper,1,02-16-2020,180,30
plastic bags,4,02-16-2020,1830,30
cleaner,3,02-17-2020,45,31
office chair,7,02-17-2020,45,31
water bottles,16,02-18-2020,2805,32
printer paper,9,02-22-2020,165,33
scanner batt,11,02-22-2020,135,33
plastic wrap,19,02-22-2020,480,33
pens,8,02-23-2020,930,34
meat trays,12,02-23-2020,6120,34
photo paper,18,02-23-2020,11445,34
paper towel,2,02-24-2020,285,35
box cutters,6,02-24-2020,495,35
soap,14,02-24-2020,255,35
wrenches,15,02-24-2020,30,35
blank badges,10,02-25-2020,1906,36
keyboards,17,02-25-2020,90,36
light bulbs,5,02-26-2020,226,37
produce bags,13,02-26-2020,315,37
toilet paper,1,02-27-2020,180,38
plastic bags,4,02-28-2020,1830,39
cleaner,3,03-01-2020,42,40
office chair,7,03-01-2020,42,40
water bottles,16,03-02-2020,2618,41
pens,8,03-05-2020,868,42
printer paper,9,03-05-2020,154,42
scanner batt,11,03-05-2020,126,42
meat trays,12,03-05-2020,5712,42
photo paper,18,03-05-2020,10682,42
plastic wrap,19,03-05-2020,448,42
paper towel,2,03-06-2020,266,43
box cutters,6,03-06-2020,462,43
soap,14,03-06-2020,238,43
blank badges,10,03-08-2020,1778,44
wrenches,15,03-08-2020,28,44
light bulbs,5,03-09-2020,210,45
keyboards,17,03-09-2020,84,45
toilet paper,1,03-10-2020,168,46
produce bags,13,03-10-2020,294,46
plastic bags,4,03-11-2020,1708,47
water bottles,16,03-12-2020,2618,48
cleaner,3,03-13-2020,42,49
office chair,7,03-13-2020,42,49
printer paper,9,03-16-2020,154,50
meat trays,12,03-16-2020,5712,50
photo paper,18,03-16-2020,10682,50
plastic wrap,19,03-16-2020,448,50
paper towel,2,03-17-2020,285,51
box cutters,6,03-17-2020,495,51
pens,8,03-17-2020,930,51
scanner batt,11,03-17-2020,135,51
blank badges,10,03-18-2020,1906,52
soap,14,03-18-2020,255,52
light bulbs,5,03-19-2020,226,53
wrenches,15,03-19-2020,30,53
keyboards,17,03-19-2020,90,53
toilet paper,1,03-20-2020,180,54
produce bags,13,03-20-2020,315,54
plastic bags,4,03-21-2020,1830,55
water bottles,16,03-22-2020,2805,56
cleaner,3,03-24-2020,45,57
office chair,7,03-24-2020,45,57
meat trays,12,03-26-2020,6120,58
photo paper,18,03-26-2020,11445,58
plastic wrap,19,03-26-2020,480,58
pens,8,03-27-2020,930,59
printer paper,9,03-27-2020,165,59
paper towel,2,03-28-2020,285,60
box cutters,6,03-28-2020,495,60
scanner batt,11,03-28-2020,135,60
blank badges,10,03-29-2020,1906,61
soap,14,03-29-2020,255,61
light bulbs,5,03-30-2020,226,62
keyboards,17,03-31-2020,84,63
toilet paper,1,04-01-2020,168,64
produce bags,13,04-01-2020,294,64
wrenches,15,04-01-2020,28,64
plastic bags,4,04-02-2020,1708,65
water bottles,16,04-04-2020,2618,66
cleaner,3,04-06-2020,42,67
office chair,7,04-06-2020,42,67
meat trays,12,04-06-2020,5712,67
photo paper,18,04-06-2020,10682,67
plastic wrap,19,04-06-2020,448,67
printer paper,9,04-07-2020,154,68
pens,8,04-08-2020,868,69
scanner batt,11,04-09-2020,126,70
paper towel,2,04-10-2020,266,71
box cutters,6,04-10-2020,462,71
soap,14,04-10-2020,238,71
blank badges,10,04-11-2020,1778,72
toilet paper,1,04-12-2020,168,73
light bulbs,5,04-12-2020,210,73
produce bags,13,04-12-2020,294,73
keyboards,17,04-12-2020,84,73
plastic bags,4,04-13-2020,1708,74
wrenches,15,04-13-2020,28,74
water bottles,16,04-14-2020,2805,75
cleaner,3,04-17-2020,45,76
office chair,7,04-17-2020,45,76
