Item,Item ID,Day,Quantity,Order Number
water bottles,16,01-07-2021,2702,1
toilet paper,1,01-08-2021,266,2
plastic bags,4,01-08-2021,3024,2
box cutters,6,01-09-2021,588,3
office chair,7,01-09-2021,56,3
pens,8,01-09-2021,1036,3
produce bags,13,01-09-2021,392,3
photo paper,18,01-09-2021,12264,3
plastic wrap,19,01-09-2021,490,3
meat trays,12,01-10-2021,5642,4
soap,14,01-10-2021,252,4
blank badges,10,01-12-2021,1862,5
wrenches,15,01-12-2021,42,5
light bulbs,5,01-13-2021,210,6
printer paper,9,01-13-2021,112,6
cleaner,3,01-14-2021,42,7
keyboards,17,01-14-2021,70,7
paper towel,2,01-15-2021,226,8
scanner batt,11,01-17-2021,70,9
water bottles,16,01-17-2021,2702,9
plastic bags,4,01-19-2021,3024,10
toilet paper,1,01-20-2021,266,11
box cutters,6,01-20-2021,588,11
pens,8,01-20-2021,1036,11
photo paper,18,01-20-2021,12264,11
plastic wrap,19,01-20-2021,490,11
produce bags,13,01-21-2021,392,12
office chair,7,01-22-2021,56,13
meat trays,12,01-22-2021,5642,13
soap,14,01-22-2021,252,13
blank badges,10,01-23-2021,1862,14
light bulbs,5,01-24-2021,210,15
printer paper,9,01-24-2021,112,15
wrenches,15,01-24-2021,42,15
cleaner,3,01-25-2021,42,16
keyboards,17,01-25-2021,70,16
paper towel,2,01-26-2021,210,17
scanner batt,11,01-28-2021,70,18
water bottles,16,01-29-2021,2702,19
toilet paper,1,01-31-2021,266,20
plastic bags,4,01-31-2021,3024,20
box cutters,6,01-31-2021,588,20
pens,8,01-31-2021,1036,20
photo paper,18,01-31-2021,12264,20
plastic wrap,19,01-31-2021,490,20
meat trays,12,02-01-2021,5642,21
produce bags,13,02-01-2021,392,21
office chair,7,02-02-2021,56,22
soap,14,02-02-2021,252,22
blank badges,10,02-03-2021,1862,23
light bulbs,5,02-04-2021,210,24
printer paper,9,02-04-2021,112,24
wrenches,15,02-05-2021,42,25
keyboards,17,02-05-2021,70,25
paper towel,2,02-07-2021,210,26
cleaner,3,02-07-2021,42,26
scanner batt,11,02-09-2021,70,27
water bottles,16,02-09-2021,2702,27
toilet paper,1,02-10-2021,266,28
plastic bags,4,02-10-2021,3024,28
