Item,Item ID,Day,Quantity,Order Number
toilet paper,1,01-09-2020,238,1
plastic bags,4,01-09-2020,2604,1
blank badges,10,01-09-2020,2240,1
produce bags,13,01-09-2020,406,1
photo paper,18,01-09-2020,11550,1
paper towel,2,01-10-2020,294,2
light bulbs,5,01-11-2020,238,3
soap,14,01-11-2020,238,3
scanner batt,11,01-12-2020,98,4
water bottles,16,01-12-2020,1526,4
box cutters,6,01-13-2020,420,5
office chair,7,01-14-2020,42,6
pens,8,01-14-2020,700,6
keyboards,17,01-14-2020,70,6
printer paper,9,01-15-2020,105,7
meat trays,12,01-15-2020,4515,7
plastic wrap,19,01-15-2020,330,7
wrenches,15,01-18-2020,28,8
produce bags,13,01-20-2020,406,9
toilet paper,1,01-21-2020,238,10
plastic bags,4,01-21-2020,2604,10
blank badges,10,01-21-2020,2240,10
photo paper,18,01-21-2020,11550,10
paper towel,2,01-22-2020,294,11
cleaner,3,01-22-2020,28,11
light bulbs,5,01-23-2020,238,12
soap,14,01-23-2020,238,12
water bottles,16,01-23-2020,1526,12
box cutters,6,01-24-2020,420,13
pens,8,01-24-2020,700,13
scanner batt,11,01-24-2020,98,13
office chair,7,01-25-2020,42,14
keyboards,17,01-25-2020,70,14
printer paper,9,01-26-2020,98,15
meat trays,12,01-26-2020,4214,15
plastic wrap,19,01-26-2020,308,15
produce bags,13,01-31-2020,406,16
wrenches,15,01-31-2020,28,16
toilet paper,1,02-01-2020,238,17
paper towel,2,02-01-2020,294,17
plastic bags,4,02-01-2020,2604,17
blank badges,10,02-01-2020,2240,17
photo paper,18,02-01-2020,11550,17
cleaner,3,02-02-2020,28,18
light bulbs,5,02-02-2020,238,18
soap,14,02-02-2020,238,18
box cutters,6,02-03-2020,420,19
water bottles,16,02-03-2020,1526,19
pens,8,02-04-2020,700,20
scanner batt,11,02-04-2020,98,20
keyboards,17,02-05-2020,70,21
meat trays,12,02-06-2020,4214,22
office chair,7,02-07-2020,42,23
plastic wrap,19,02-07-2020,308,23
printer paper,9,02-08-2020,98,24
produce bags,13,02-11-2020,406,25
photo paper,18,02-11-2020,11550,25
toilet paper,1,02-12-2020,238,26
plastic bags,4,02-12-2020,2604,26
blank badges,10,02-12-2020,2240,26
wrenches,15,02-12-2020,28,26
paper towel,2,02-13-2020,294,27
light bulbs,5,02-14-2020,238,28
soap,14,02-14-2020,238,28
cleaner,3,02-15-2020,30,29
box cutters,6,02-15-2020,451,29
pens,8,02-15-2020,750,29
scanner batt,11,02-15-2020,105,29
water bottles,16,02-15-2020,1635,29
meat trays,12,02-16-2020,4515,30
keyboards,17,02-16-2020,75,30
office chair,7,02-17-2020,45,31
printer paper,9,02-17-2020,105,31
plastic wrap,19,02-17-2020,330,31
produce bags,13,02-21-2020,435,32
toilet paper,1,02-22-2020,255,33
plastic bags,4,02-22-2020,2790,33
blank badges,10,02-22-2020,2400,33
photo paper,18,02-22-2020,12375,33
paper towel,2,02-23-2020,315,34
light bulbs,5,02-24-2020,255,35
soap,14,02-24-2020,255,35
wrenches,15,02-24-2020,30,35
box cutters,6,02-25-2020,451,36
water bottles,16,02-25-2020,1635,36
pens,8,02-26-2020,750,37
scanner batt,11,02-27-2020,105,38
meat trays,12,02-27-2020,4515,38
keyboards,17,02-27-2020,75,38
cleaner,3,02-28-2020,30,39
plastic wrap,19,02-29-2020,308,40
office chair,7,03-01-2020,42,41
printer paper,9,03-01-2020,98,41
plastic bags,4,03-04-2020,2604,42
blank badges,10,03-04-2020,2240,42
produce bags,13,03-04-2020,406,42
photo paper,18,03-04-2020,11550,42
toilet paper,1,03-05-2020,238,43
paper towel,2,03-05-2020,294,43
light bulbs,5,03-06-2020,238,44
soap,14,03-06-2020,238,44
box cutters,6,03-08-2020,420,45
wrenches,15,03-08-2020,28,45
water bottles,16,03-08-2020,1526,45
pens,8,03-10-2020,700,46
scanner batt,11,03-11-2020,98,47
meat trays,12,03-11-2020,4214,47
keyboards,17,03-11-2020,70,47
