Item,Item ID,Day,Quantity,Order Number
toilet paper,1,01-08-2021,266,1
blank badges,10,01-09-2021,2464,2
meat trays,12,01-09-2021,6762,2
plastic bags,4,01-10-2021,2464,3
scanner batt,11,01-10-2021,112,3
soap,14,01-10-2021,252,3
produce bags,13,01-12-2021,322,4
wrenches,15,01-12-2021,42,4
light bulbs,5,01-13-2021,210,5
pens,8,01-13-2021,728,5
photo paper,18,01-13-2021,9044,5
plastic wrap,19,01-13-2021,350,5
cleaner,3,01-14-2021,42,6
keyboards,17,01-14-2021,70,6
paper towel,2,01-15-2021,226,7
printer paper,9,01-15-2021,105,7
box cutters,6,01-16-2021,336,8
toilet paper,1,01-20-2021,266,9
blank badges,10,01-20-2021,2464,9
meat trays,12,01-20-2021,6762,9
plastic bags,4,01-22-2021,2464,10
office chair,7,01-22-2021,28,10
scanner batt,11,01-22-2021,112,10
soap,14,01-22-2021,252,10
produce bags,13,01-23-2021,322,11
photo paper,18,01-23-2021,9044,11
light bulbs,5,01-24-2021,210,12
pens,8,01-24-2021,728,12
wrenches,15,01-24-2021,42,12
plastic wrap,19,01-24-2021,350,12
cleaner,3,01-25-2021,42,13
keyboards,17,01-25-2021,70,13
paper towel,2,01-26-2021,210,14
printer paper,9,01-26-2021,98,14
water bottles,16,01-26-2021,714,14
box cutters,6,01-27-2021,318,15
toilet paper,1,01-31-2021,252,16
meat trays,12,01-31-2021,6400,16
blank badges,10,02-01-2021,2332,17
plastic bags,4,02-02-2021,2332,18
scanner batt,11,02-02-2021,106,18
soap,14,02-02-2021,239,18
office chair,7,02-03-2021,27,19
produce bags,13,02-03-2021,305,19
light bulbs,5,02-04-2021,199,20
pens,8,02-04-2021,689,20
photo paper,18,02-04-2021,8560,20
plastic wrap,19,02-05-2021,332,21
wrenches,15,02-06-2021,40,22
keyboards,17,02-06-2021,67,22
paper towel,2,02-07-2021,199,23
box cutters,6,02-07-2021,318,23
cleaner,3,02-08-2021,40,24
printer paper,9,02-08-2021,93,24
water bottles,16,02-08-2021,676,24
toilet paper,1,02-10-2021,266,25
meat trays,12,02-10-2021,6762,25
blank badges,10,02-11-2021,2464,26
plastic bags,4,02-12-2021,2464,27
scanner batt,11,02-13-2021,112,28
soap,14,02-13-2021,252,28
produce bags,13,02-14-2021,305,29
photo paper,18,02-15-2021,8237,30
pens,8,02-16-2021,624,31
light bulbs,5,02-17-2021,169,32
plastic wrap,19,02-17-2021,282,32
office chair,7,02-20-2021,23,33
wrenches,15,02-20-2021,34,33
