Item,Item ID,Day,Quantity,Order Number
cleaner,3,12-31-2017,24,650
office chair,7,12-31-2017,24,650
printer paper,9,12-31-2017,88,650
blank badges,10,12-31-2017,1397,650
meat trays,12,12-31-2017,2923,650
meat trays,12,01-01-2018,2528,651
water bottles,16,01-01-2018,1240,651
keyboards,17,01-01-2018,48,651
cleaner,3,01-01-2018,28,651
box cutters,6,01-01-2018,324,651
office chair,7,01-01-2018,28,651
wrenches,15,01-01-2018,28,651
water bottles,16,01-01-2018,1434,651
produce bags,13,01-02-2018,233,652
plastic wrap,19,01-02-2018,192,652
toilet paper,1,01-03-2018,104,653
plastic bags,4,01-03-2018,1976,653
pens,8,01-03-2018,400,653
photo paper,18,01-03-2018,7768,653
plastic bags,4,01-03-2018,2285,653
pens,8,01-03-2018,463,653
keyboards,17,01-03-2018,56,653
photo paper,18,01-03-2018,8982,653
toilet paper,1,01-04-2018,121,654
paper towel,2,01-04-2018,176,654
light bulbs,5,01-04-2018,139,654
printer paper,9,01-04-2018,102,654
soap,14,01-04-2018,167,654
scanner batt,11,01-05-2018,48,655
scanner batt,11,01-05-2018,56,655
produce bags,13,01-05-2018,269,655
plastic wrap,19,01-05-2018,222,655
paper towel,2,01-06-2018,152,656
light bulbs,5,01-06-2018,120,656
box cutters,6,01-06-2018,280,656
printer paper,9,01-06-2018,88,656
blank badges,10,01-06-2018,1208,656
soap,14,01-06-2018,144,656
wrenches,15,01-07-2018,24,657
blank badges,10,01-07-2018,1397,657
meat trays,12,01-07-2018,2923,657
cleaner,3,01-08-2018,23,658
office chair,7,01-08-2018,23,658
meat trays,12,01-08-2018,2410,658
water bottles,16,01-08-2018,1182,658
keyboards,17,01-08-2018,46,658
box cutters,6,01-08-2018,310,658
water bottles,16,01-08-2018,1370,658
toilet paper,1,01-09-2018,100,659
plastic bags,4,01-09-2018,1884,659
pens,8,01-09-2018,382,659
produce bags,13,01-09-2018,222,659
photo paper,18,01-09-2018,7404,659
plastic wrap,19,01-09-2018,183,659
cleaner,3,01-09-2018,26,659
office chair,7,01-09-2018,26,659
wrenches,15,01-09-2018,26,659
photo paper,18,01-09-2018,8254,659
plastic bags,4,01-10-2018,2018,660
pens,8,01-10-2018,409,660
keyboards,17,01-10-2018,49,660
toilet paper,1,01-11-2018,107,661
paper towel,2,01-11-2018,156,661
light bulbs,5,01-11-2018,123,661
soap,14,01-11-2018,147,661
scanner batt,11,01-12-2018,43,662
printer paper,9,01-12-2018,87,662
scanner batt,11,01-12-2018,47,662
produce bags,13,01-12-2018,228,662
plastic wrap,19,01-12-2018,188,662
paper towel,2,01-13-2018,136,663
light bulbs,5,01-13-2018,107,663
blank badges,10,01-13-2018,1076,663
soap,14,01-13-2018,129,663
cleaner,3,01-14-2018,22,664
box cutters,6,01-14-2018,250,664
office chair,7,01-14-2018,22,664
printer paper,9,01-14-2018,79,664
meat trays,12,01-14-2018,2252,664
wrenches,15,01-14-2018,22,664
water bottles,16,01-14-2018,1105,664
produce bags,13,01-15-2018,207,665
keyboards,17,01-15-2018,43,665
plastic wrap,19,01-15-2018,171,665
box cutters,6,01-15-2018,260,665
blank badges,10,01-15-2018,1120,665
meat trays,12,01-15-2018,2344,665
water bottles,16,01-15-2018,1150,665
toilet paper,1,01-16-2018,87,666
plastic bags,4,01-16-2018,1637,666
pens,8,01-16-2018,332,666
photo paper,18,01-16-2018,6433,666
scanner batt,11,01-17-2018,40,667
paper towel,2,01-18-2018,126,668
light bulbs,5,01-18-2018,100,668
blank badges,10,01-18-2018,1001,668
soap,14,01-18-2018,120,668
cleaner,3,01-18-2018,21,668
plastic bags,4,01-18-2018,1688,668
office chair,7,01-18-2018,21,668
pens,8,01-18-2018,342,668
wrenches,15,01-18-2018,21,668
photo paper,18,01-18-2018,6636,668
box cutters,6,01-19-2018,232,669
