Item,Item ID,Day,Quantity,Order Number
toilet paper,1,01-02-2017,112,318
paper towel,2,01-02-2017,128,318
plastic wrap,19,01-02-2017,296,318
plastic bags,4,01-03-2017,1576,319
office chair,7,01-03-2017,16,319
pens,8,01-03-2017,584,319
blank badges,10,01-03-2017,1432,319
meat trays,12,01-03-2017,3496,319
produce bags,13,01-03-2017,160,319
soap,14,01-03-2017,152,319
water bottles,16,01-03-2017,1336,319
cleaner,3,01-04-2017,32,320
box cutters,6,01-04-2017,360,320
printer paper,9,01-04-2017,64,320
light bulbs,5,01-06-2017,120,321
keyboards,17,01-06-2017,40,321
photo paper,18,01-06-2017,5792,321
wrenches,15,01-07-2017,24,322
scanner batt,11,01-08-2017,54,323
toilet paper,1,01-09-2017,107,324
paper towel,2,01-09-2017,122,324
plastic bags,4,01-09-2017,1503,324
pens,8,01-09-2017,557,324
blank badges,10,01-09-2017,1365,324
meat trays,12,01-09-2017,3333,324
soap,14,01-09-2017,145,324
water bottles,16,01-09-2017,1274,324
plastic wrap,19,01-09-2017,283,324
produce bags,13,01-10-2017,143,325
box cutters,6,01-11-2017,321,326
cleaner,3,01-12-2017,29,327
office chair,7,01-12-2017,15,327
printer paper,9,01-12-2017,57,327
light bulbs,5,01-13-2017,107,328
keyboards,17,01-13-2017,36,328
photo paper,18,01-13-2017,5159,328
scanner batt,11,01-14-2017,50,329
wrenches,15,01-14-2017,22,329
toilet paper,1,01-15-2017,100,330
paper towel,2,01-15-2017,114,330
plastic wrap,19,01-15-2017,264,330
plastic bags,4,01-16-2017,1306,331
box cutters,6,01-16-2017,299,331
pens,8,01-16-2017,484,331
blank badges,10,01-16-2017,1186,331
meat trays,12,01-16-2017,2896,331
produce bags,13,01-16-2017,133,331
soap,14,01-16-2017,126,331
water bottles,16,01-16-2017,1107,331
cleaner,3,01-17-2017,27,332
printer paper,9,01-17-2017,53,332
light bulbs,5,01-18-2017,100,333
office chair,7,01-18-2017,14,333
keyboards,17,01-18-2017,34,333
photo paper,18,01-18-2017,4797,333
scanner batt,11,01-20-2017,49,334
toilet paper,1,01-21-2017,98,335
paper towel,2,01-21-2017,112,335
plastic bags,4,01-21-2017,1379,335
pens,8,01-21-2017,511,335
blank badges,10,01-21-2017,1253,335
meat trays,12,01-21-2017,3059,335
wrenches,15,01-21-2017,21,335
water bottles,16,01-21-2017,1169,335
plastic wrap,19,01-21-2017,259,335
box cutters,6,01-22-2017,315,336
produce bags,13,01-22-2017,140,336
soap,14,01-22-2017,133,336
printer paper,9,01-23-2017,56,337
cleaner,3,01-24-2017,28,338
light bulbs,5,01-24-2017,105,338
office chair,7,01-24-2017,14,338
keyboards,17,01-24-2017,35,338
photo paper,18,01-24-2017,5068,338
scanner batt,11,01-25-2017,49,339
plastic wrap,19,01-25-2017,259,339
toilet paper,1,01-26-2017,98,340
paper towel,2,01-26-2017,112,340
plastic bags,4,01-26-2017,1379,340
pens,8,01-26-2017,511,340
blank badges,10,01-26-2017,1253,340
meat trays,12,01-26-2017,3059,340
wrenches,15,01-26-2017,21,340
water bottles,16,01-26-2017,1169,340
box cutters,6,01-27-2017,315,341
produce bags,13,01-27-2017,140,341
soap,14,01-27-2017,133,341
printer paper,9,01-29-2017,56,342
cleaner,3,01-30-2017,28,343
light bulbs,5,01-30-2017,105,343
keyboards,17,01-30-2017,35,343
photo paper,18,01-30-2017,5068,343
office chair,7,01-31-2017,14,344
toilet paper,1,02-01-2017,98,345
paper towel,2,02-01-2017,112,345
plastic bags,4,02-01-2017,1379,345
pens,8,02-01-2017,511,345
blank badges,10,02-01-2017,1253,345
scanner batt,11,02-01-2017,49,345
meat trays,12,02-01-2017,3059,345
produce bags,13,02-01-2017,140,345
soap,14,02-01-2017,133,345
wrenches,15,02-01-2017,21,345
water bottles,16,02-01-2017,1169,345
plastic wrap,19,02-01-2017,259,345
box cutters,6,02-02-2017,315,346
printer paper,9,02-03-2017,56,347
cleaner,3,02-04-2017,28,348
light bulbs,5,02-04-2017,105,348
photo paper,18,02-04-2017,5068,348
keyboards,17,02-05-2017,35,349
office chair,7,02-06-2017,14,350
plastic wrap,19,02-06-2017,259,350
toilet paper,1,02-07-2017,98,351
paper towel,2,02-07-2017,112,351
plastic bags,4,02-07-2017,1379,351
pens,8,02-07-2017,511,351
blank badges,10,02-07-2017,1253,351
scanner batt,11,02-07-2017,49,351
meat trays,12,02-07-2017,3059,351
produce bags,13,02-07-2017,140,351
soap,14,02-07-2017,133,351
water bottles,16,02-07-2017,1169,351
box cutters,6,02-08-2017,315,352
wrenches,15,02-08-2017,21,352
light bulbs,5,02-09-2017,105,353
printer paper,9,02-09-2017,56,353
photo paper,18,02-09-2017,5068,353
cleaner,3,02-10-2017,28,354
keyboards,17,02-10-2017,35,354
plastic wrap,19,02-11-2017,259,355
toilet paper,1,02-12-2017,98,356
paper towel,2,02-12-2017,112,356
plastic bags,4,02-12-2017,1379,356
office chair,7,02-12-2017,14,356
pens,8,02-12-2017,511,356
blank badges,10,02-12-2017,1253,356
scanner batt,11,02-12-2017,49,356
meat trays,12,02-12-2017,3059,356
produce bags,13,02-12-2017,140,356
soap,14,02-12-2017,133,356
water bottles,16,02-12-2017,1169,356
box cutters,6,02-13-2017,315,357
wrenches,15,02-14-2017,21,358
cleaner,3,02-15-2017,30,359
light bulbs,5,02-15-2017,113,359
printer paper,9,02-15-2017,60,359
keyboards,17,02-15-2017,38,359
photo paper,18,02-15-2017,5430,359
paper towel,2,02-16-2017,120,360
plastic bags,4,02-16-2017,1478,360
blank badges,10,02-16-2017,1343,360
meat trays,12,02-16-2017,3278,360
water bottles,16,02-16-2017,1253,360
plastic wrap,19,02-16-2017,278,360
toilet paper,1,02-17-2017,105,361
box cutters,6,02-17-2017,338,361
office chair,7,02-17-2017,15,361
pens,8,02-17-2017,548,361
scanner batt,11,02-17-2017,53,361
produce bags,13,02-17-2017,150,361
soap,14,02-17-2017,143,361
wrenches,15,02-18-2017,23,362
printer paper,9,02-19-2017,60,363
photo paper,18,02-19-2017,5430,363
light bulbs,5,02-20-2017,113,364
cleaner,3,02-21-2017,30,365
keyboards,17,02-21-2017,38,365
plastic bags,4,02-22-2017,1478,366
meat trays,12,02-22-2017,3278,366
plastic wrap,19,02-22-2017,278,366
toilet paper,1,02-23-2017,105,367
paper towel,2,02-23-2017,120,367
box cutters,6,02-23-2017,338,367
pens,8,02-23-2017,548,367
blank badges,10,02-23-2017,1343,367
scanner batt,11,02-23-2017,53,367
produce bags,13,02-23-2017,150,367
soap,14,02-23-2017,143,367
water bottles,16,02-23-2017,1253,367
office chair,7,02-24-2017,15,368
printer paper,9,02-25-2017,60,369
wrenches,15,02-25-2017,23,369
photo paper,18,02-25-2017,5430,369
light bulbs,5,02-26-2017,113,370
cleaner,3,02-27-2017,30,371
keyboards,17,02-27-2017,38,371
paper towel,2,02-28-2017,120,372
plastic bags,4,02-28-2017,1478,372
pens,8,02-28-2017,548,372
blank badges,10,02-28-2017,1343,372
meat trays,12,02-28-2017,3278,372
water bottles,16,02-28-2017,1253,372
plastic wrap,19,02-28-2017,278,372
toilet paper,1,03-01-2017,98,373
box cutters,6,03-01-2017,315,373
scanner batt,11,03-01-2017,49,373
produce bags,13,03-01-2017,140,373
soap,14,03-01-2017,133,373
office chair,7,03-03-2017,14,374
wrenches,15,03-03-2017,21,374
light bulbs,5,03-04-2017,105,375
printer paper,9,03-04-2017,56,375
photo paper,18,03-04-2017,5068,375
keyboards,17,03-05-2017,35,376
toilet paper,1,03-06-2017,98,377
paper towel,2,03-06-2017,112,377
cleaner,3,03-06-2017,28,377
plastic bags,4,03-06-2017,1379,377
box cutters,6,03-06-2017,315,377
pens,8,03-06-2017,511,377
blank badges,10,03-06-2017,1253,377
scanner batt,11,03-06-2017,49,377
meat trays,12,03-06-2017,3059,377
produce bags,13,03-06-2017,140,377
soap,14,03-06-2017,133,377
water bottles,16,03-06-2017,1169,377
plastic wrap,19,03-06-2017,259,377
office chair,7,03-09-2017,14,378
printer paper,9,03-09-2017,56,378
wrenches,15,03-09-2017,21,378
photo paper,18,03-09-2017,5068,378
light bulbs,5,03-10-2017,105,379
keyboards,17,03-11-2017,35,380
toilet paper,1,03-12-2017,98,381
paper towel,2,03-12-2017,112,381
cleaner,3,03-12-2017,28,381
plastic bags,4,03-12-2017,1379,381
box cutters,6,03-12-2017,315,381
pens,8,03-12-2017,511,381
blank badges,10,03-12-2017,1253,381
meat trays,12,03-12-2017,3059,381
produce bags,13,03-12-2017,140,381
soap,14,03-12-2017,133,381
water bottles,16,03-12-2017,1169,381
plastic wrap,19,03-12-2017,259,381
scanner batt,11,03-13-2017,49,382
light bulbs,5,03-14-2017,105,383
office chair,7,03-14-2017,14,383
printer paper,9,03-14-2017,56,383
photo paper,18,03-14-2017,5068,383
wrenches,15,03-15-2017,21,384
paper towel,2,03-17-2017,112,385
plastic bags,4,03-17-2017,1379,385
pens,8,03-17-2017,511,385
blank badges,10,03-17-2017,1253,385
meat trays,12,03-17-2017,3059,385
produce bags,13,03-17-2017,140,385
water bottles,16,03-17-2017,1169,385
keyboards,17,03-17-2017,35,385
plastic wrap,19,03-17-2017,259,385
toilet paper,1,03-18-2017,105,386
cleaner,3,03-18-2017,30,386
box cutters,6,03-18-2017,338,386
scanner batt,11,03-18-2017,53,386
soap,14,03-18-2017,143,386
photo paper,18,03-19-2017,5430,387
light bulbs,5,03-20-2017,113,388
office chair,7,03-20-2017,15,388
printer paper,9,03-20-2017,60,388
wrenches,15,03-20-2017,23,388
plastic bags,4,03-21-2017,1478,389
pens,8,03-21-2017,548,389
blank badges,10,03-21-2017,1343,389
meat trays,12,03-21-2017,3278,389
produce bags,13,03-21-2017,150,389
water bottles,16,03-21-2017,1253,389
keyboards,17,03-21-2017,38,389
plastic wrap,19,03-21-2017,278,389
toilet paper,1,03-22-2017,105,390
paper towel,2,03-22-2017,120,390
cleaner,3,03-22-2017,30,390
box cutters,6,03-22-2017,338,390
soap,14,03-22-2017,143,390
scanner batt,11,03-24-2017,53,391
photo paper,18,03-25-2017,5430,392
light bulbs,5,03-26-2017,113,393
printer paper,9,03-26-2017,60,393
plastic bags,4,03-27-2017,1478,394
office chair,7,03-27-2017,15,394
meat trays,12,03-27-2017,3278,394
wrenches,15,03-27-2017,23,394
paper towel,2,03-28-2017,120,395
pens,8,03-28-2017,548,395
blank badges,10,03-28-2017,1343,395
produce bags,13,03-28-2017,150,395
water bottles,16,03-28-2017,1253,395
keyboards,17,03-28-2017,38,395
plastic wrap,19,03-28-2017,278,395
toilet paper,1,03-29-2017,105,396
cleaner,3,03-29-2017,30,396
box cutters,6,03-29-2017,338,396
soap,14,03-29-2017,143,396
scanner batt,11,03-30-2017,53,397
photo paper,18,03-30-2017,5430,397
light bulbs,5,03-31-2017,113,398
printer paper,9,03-31-2017,60,398
plastic bags,4,04-02-2017,1379,399
office chair,7,04-02-2017,14,399
blank badges,10,04-02-2017,1253,399
meat trays,12,04-02-2017,3059,399
wrenches,15,04-02-2017,21,399
water bottles,16,04-02-2017,1169,399
plastic wrap,19,04-02-2017,259,399
paper towel,2,04-03-2017,112,400
pens,8,04-03-2017,511,400
produce bags,13,04-03-2017,140,400
keyboards,17,04-03-2017,35,400
