Item,Item ID,Day,Quantity,Order Number
cleaner,3,12-31-2016,24,341
printer paper,9,12-31-2016,88,341
keyboards,17,01-01-2017,48,342
paper towel,2,01-02-2017,192,343
toilet paper,1,01-03-2017,136,344
plastic bags,4,01-03-2017,1808,344
box cutters,6,01-03-2017,272,344
pens,8,01-03-2017,576,344
blank badges,10,01-03-2017,1584,344
office chair,7,01-04-2017,32,345
scanner batt,11,01-04-2017,72,345
produce bags,13,01-04-2017,192,345
printer paper,9,01-06-2017,88,346
meat trays,12,01-06-2017,3280,346
soap,14,01-06-2017,120,346
water bottles,16,01-06-2017,976,346
photo paper,18,01-06-2017,6288,346
plastic wrap,19,01-07-2017,240,347
cleaner,3,01-08-2017,23,348
light bulbs,5,01-08-2017,130,348
wrenches,15,01-08-2017,16,348
keyboards,17,01-08-2017,46,348
toilet paper,1,01-09-2017,130,349
paper towel,2,01-09-2017,183,349
plastic bags,4,01-09-2017,1724,349
box cutters,6,01-09-2017,260,349
pens,8,01-09-2017,549,349
blank badges,10,01-09-2017,1510,349
produce bags,13,01-11-2017,171,350
office chair,7,01-12-2017,29,351
scanner batt,11,01-12-2017,65,351
meat trays,12,01-13-2017,2922,352
soap,14,01-13-2017,107,352
photo paper,18,01-13-2017,5601,352
cleaner,3,01-14-2017,22,353
light bulbs,5,01-14-2017,122,353
printer paper,9,01-14-2017,79,353
water bottles,16,01-14-2017,870,353
plastic wrap,19,01-14-2017,214,353
paper towel,2,01-15-2017,171,354
keyboards,17,01-15-2017,43,354
toilet paper,1,01-16-2017,113,355
plastic bags,4,01-16-2017,1498,355
box cutters,6,01-16-2017,226,355
pens,8,01-16-2017,477,355
blank badges,10,01-16-2017,1312,355
wrenches,15,01-16-2017,14,355
office chair,7,01-17-2017,27,356
scanner batt,11,01-17-2017,60,356
produce bags,13,01-17-2017,159,356
meat trays,12,01-18-2017,2717,357
soap,14,01-18-2017,100,357
photo paper,18,01-18-2017,5208,357
light bulbs,5,01-19-2017,113,358
printer paper,9,01-19-2017,73,358
water bottles,16,01-19-2017,809,358
plastic wrap,19,01-19-2017,199,358
keyboards,17,01-20-2017,42,359
paper towel,2,01-21-2017,168,360
cleaner,3,01-21-2017,21,360
plastic bags,4,01-21-2017,1582,360
box cutters,6,01-21-2017,238,360
blank badges,10,01-21-2017,1386,360
toilet paper,1,01-22-2017,119,361
pens,8,01-22-2017,504,361
produce bags,13,01-22-2017,168,361
wrenches,15,01-22-2017,14,361
